,campaign_link,category
3906,https://www.gofundme.com//f/support-for-the-family-of-win-rozario?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3907,https://www.gofundme.com//f/fallen-los-angeles-county-firefighter-andrew-pontious?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3908,https://www.gofundme.com//f/support-our-5000-20-campaign?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3909,https://www.gofundme.com//f/allys-elves-2024?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3910,https://www.gofundme.com//f/to-improve-schools-in-the-townships-of-cape-town?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3911,https://www.gofundme.com//f/bean-deserves-to-live?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3912,https://www.gofundme.com//f/capital-campaign-for-a-generator?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3913,https://www.gofundme.com//f/young-mothers-desperately-needs-treatment?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3914,https://www.gofundme.com//f/navigating-through-a-storm-of-medical-emergencies?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3915,https://www.gofundme.com//f/ps770ptadirectaskspring24?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3916,https://www.gofundme.com//f/jacks-fight-for-survival?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3917,https://www.gofundme.com//f/DunningtonMansion?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3918,https://www.gofundme.com//f/vet-bills-from-dog-attack-on-our-property?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3919,https://www.gofundme.com//f/vandalism-recovery-funds?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3920,https://www.gofundme.com//f/bear-necessities-help-expand-wildlife-rehab-for-bear-cubs?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3921,https://www.gofundme.com//f/save-our-recovery-center?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3922,https://www.gofundme.com//f/abandoned-rabbit-rescue?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3923,https://www.gofundme.com//f/dylans-fund-for-the-milestone-house-inc?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3924,https://www.gofundme.com//f/live-coverage-of-peoples-conference-for-palestine?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3925,https://www.gofundme.com//f/4u39f-a-perfect-match?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3926,https://www.gofundme.com//f/walk-to-la-laguna?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3927,https://www.gofundme.com//f/ju278h-maxs-memorial-fundraiser?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3928,https://www.gofundme.com//f/ppv4x9-empower-amelia-with-a-hearing-service-dog?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3929,https://www.gofundme.com//f/lake-geneva-40-for-anthony-rizzo-family-fdn?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3930,https://www.gofundme.com//f/j2hmpf-heidis-fund-for-yorkie911-rescue-inc?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3931,https://www.gofundme.com//f/spider-monkey-orphans?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3932,https://www.gofundme.com//f/ericas-fund-to-feed-the-elders-in-guatemala?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3933,https://www.gofundme.com//f/rare-disorder-fundraiser?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3934,https://www.gofundme.com//f/ayb-advanced-studio?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3935,https://www.gofundme.com//f/june-feed-fundraiser-animals-at-flip-flop-animal-sanctuary?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3936,https://www.gofundme.com//f/life-compass-arts-bike-fundraiser?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3937,https://www.gofundme.com//f/the-hilda-kasper-scholarship-fund?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3938,https://www.gofundme.com//f/two-blount-county-deputies-injured-after-being-shot?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3939,https://www.gofundme.com//f/celgene-power-networking-reunion-lunch-may-15th?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3940,https://www.gofundme.com//f/morning-surprise-shihtzu-puppies?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3941,https://www.gofundme.com//f/kieran-kinney-5th-annual-holes-fore-a-cause?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3942,https://www.gofundme.com//f/lake-norman-cross-country?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3943,https://www.gofundme.com//f/deltavillefireworks2024?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3944,https://www.gofundme.com//f/helpusmooove?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3945,https://www.gofundme.com//f/save-100-mexican-street-dogs-by-spaying-one?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3946,https://www.gofundme.com//f/restoration-house-wnc-carolina-canoe-club-foodbank?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3947,https://www.gofundme.com//f/annas-fund-for-athletes-unlimited-newton-ma-inc?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3948,https://www.gofundme.com//f/tom-pedals-for-a-purpose?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3949,https://www.gofundme.com//f/help-us-get-a-new-ac-system-for-the-dogs-before-summer-hits?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3950,https://www.gofundme.com//f/tri-for-nami-maine-ironman-703?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3951,https://www.gofundme.com//f/reeds-fund-for-palatine-township-need-family-fund?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3952,https://www.gofundme.com//f/4th-of-july-celebration-at-bradner-stadium?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3953,https://www.gofundme.com//f/funfilled-summer-for-paradise-angels?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3954,https://www.gofundme.com//f/running-the-sf-marathon-in-memory-of-vince-mchorse?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3955,https://www.gofundme.com//f/help-students-cultivate-empathy-skills?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3956,https://www.gofundme.com//f/eagle-scout-project-temple-kol-emeth?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3957,https://www.gofundme.com//f/q2q2d7-emergency-disaster-relief?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3958,https://www.gofundme.com//f/wetnosesrescue-4surgeries?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3959,https://www.gofundme.com//f/help-this-rescue-pup-for-bridges-to-safety?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3960,https://www.gofundme.com//f/help-a-local-veteran-secure-housing?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3961,https://www.gofundme.com//f/bvv-led-lighting-upgrade?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3962,https://www.gofundme.com//f/house-of-inspiration-hoi-family-music-arts-festival?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3963,https://www.gofundme.com//f/senior-survivor-herbert?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3964,https://www.gofundme.com//f/help-immigrants-achieve-their-american-dream?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3965,https://www.gofundme.com//f/codys-friends-rescue-is-losing-our-home?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3966,https://www.gofundme.com//f/gooses-torn-acl-repair-surgery?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3967,https://www.gofundme.com//f/lolas-team-program-backpacking-fundraiser?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3968,https://www.gofundme.com//f/craigs-rally-for-bhutan?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3969,https://www.gofundme.com//f/help-build-a-girls-dormitory?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3970,https://www.gofundme.com//f/its-not-too-late-to-turn-the-lights-back-on?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3971,https://www.gofundme.com//f/15-year-anniversary-water-project?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3972,https://www.gofundme.com//f/emergency-medical-care-for-lindsay?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3973,https://www.gofundme.com//f/wounded-kitten-needs-your-help?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3974,https://www.gofundme.com//f/qhjev-spring-into-action?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3975,https://www.gofundme.com//f/kaysilyn-sebastian-wedding-and-the-rockhouse-foundation?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3976,https://www.gofundme.com//f/help-nutmeg-fly?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3977,https://www.gofundme.com//f/w3gqhv-james-niks-road-to-the-national-championship?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3978,https://www.gofundme.com//f/preserve-local-journalism?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3979,https://www.gofundme.com//f/caden-ho-eagle-scout-project-lanterman-house?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3980,https://www.gofundme.com//f/stack-the-stands-bleacher-fundraiser?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3981,https://www.gofundme.com//f/help-us-renovate-our-new-rescue-property?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3982,https://www.gofundme.com//f/every-drop-counts-lifesaving-water-to-haiti?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3983,https://www.gofundme.com//f/malyns-fund-for-impact-of-hope?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3984,https://www.gofundme.com//f/m2s2j-mohit-sharma-lungs-transplant-fundraiser?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3985,https://www.gofundme.com//f/htownbeerguys-pride-2024-fundraiser?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3986,https://www.gofundme.com//f/empower-west-african-asylum-seekers-with-education-hope?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3987,https://www.gofundme.com//f/help-extraordinary-laundry-service-get-a-new-dryer?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3988,https://www.gofundme.com//f/fall-fix-fest-mash-style-spay-and-neuter-event?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3989,https://www.gofundme.com//f/help-for-cuquita?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3990,https://www.gofundme.com//f/cgcc-2024-taiwan-missions-team?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3991,https://www.gofundme.com//f/fund-for-palestine-aid-society?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3992,https://www.gofundme.com//f/kenyaemergenyreliefproject?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3993,https://www.gofundme.com//f/CapacBands2024?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3994,https://www.gofundme.com//f/vet-checkup-visit-w-the-herd?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3995,https://www.gofundme.com//f/5mkdr-winstons-medical-fund?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3996,https://www.gofundme.com//f/jeffreys-fund-for-time-on-the-water?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3997,https://www.gofundme.com//f/going-the-extra-mile-for-cats?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3998,https://www.gofundme.com//f/f6zygc-surgery-for-felix?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
3999,https://www.gofundme.com//f/help-support-our-veterans-and-first-responders?qid=292bdfda05db47e736a1313c68a100f6,charity-fundraiser
4000,https://www.gofundme.com//f/support-for-yagi-storm-victims?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4001,https://www.gofundme.com//f/alcatraz-swim-to-support-continue-the-dream-scholarship?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4002,https://www.gofundme.com//f/help-danny-complete-nursing-school?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4003,https://www.gofundme.com//f/ecoshield-raise-for-the-rl3-foundation?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4004,https://www.gofundme.com//f/donate-to-expose-the-dangers-of-a-second-trump-presidency?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4005,https://www.gofundme.com//f/empower-motazs-education-beyond-gaza?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4006,https://www.gofundme.com//f/support-tawfiks-dream-of-higher-education?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4007,https://www.gofundme.com//f/support-the-gray-pride-scholarship-fund?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4008,https://www.gofundme.com//f/suppor-alberto-to-finish-his-phd-in-economics?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4009,https://www.gofundme.com//f/support-spectrum-scholars-llc?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4010,https://www.gofundme.com//f/a-fund-in-honor-of-tod-carney-for-the-benefit-of-his-family?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4011,https://www.gofundme.com//f/uf-narrative-collaborative-filmmaking-fall-2024?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4012,https://www.gofundme.com//f/support-pittsfield-elementarys-color-run?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4013,https://www.gofundme.com//f/save-a-teacher-and-give-our-kids-equity?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4014,https://www.gofundme.com//f/support-education-in-bignona?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4015,https://www.gofundme.com//f/868xk-support-a-real-one?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4016,https://www.gofundme.com//f/support-rileys-education-in-memory-of-kesa?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4017,https://www.gofundme.com//f/support-mr-phillips-a-new-car-for-a-beloved-teacher?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4018,https://www.gofundme.com//f/help-keronique-palmer-continue-her-mbbs-journey?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4019,https://www.gofundme.com//f/help-braah-and-hiba-finish-medical-school?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4020,https://www.gofundme.com//f/philly-in-paris-liberation-peace-through-study-abroad?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4021,https://www.gofundme.com//f/support-cleveland-high-school-band-program?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4022,https://www.gofundme.com//f/support-noor-and-her-sisters-education-dreams?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4023,https://www.gofundme.com//f/support-shanes-legacy-art-scholarship-fund?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4024,https://www.gofundme.com//f/support-harringtons-mission-to-support-sober-driving?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4025,https://www.gofundme.com//f/in-memory-of-our-beloved-jahnan-and-his-passion-for-stem?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4026,https://www.gofundme.com//f/keep-jaylin-in-nursing-school?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4027,https://www.gofundme.com//f/tabuxx-justice-for-sandra?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4028,https://www.gofundme.com//f/support-a-pumpkin-for-every-child-at-gamble-montessori?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4029,https://www.gofundme.com//f/support-inwood-college-via-marathon-run?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4030,https://www.gofundme.com//f/support-julia-attend-date-with-destiny-2024?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4031,https://www.gofundme.com//f/help-grizzlies-prep-students-excel-with-ixl?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4032,https://www.gofundme.com//f/help-us-get-students-to-comic-con?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4033,https://www.gofundme.com//f/antarctica-bound-to-document-the-sun?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4034,https://www.gofundme.com//f/help-fund-soquel-highs-biotech-journey-abroad?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4035,https://www.gofundme.com//f/support-nathans-eagle-scout-service-project?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4036,https://www.gofundme.com//f/support-noahs-future-in-memory-of-beth?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4037,https://www.gofundme.com//f/support-ryan-adams-masterclass-dream?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4038,https://www.gofundme.com//f/support-lishmahhs-jewish-knowledge-revival?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4039,https://www.gofundme.com//f/honor-daniel-support-reno-robot-club?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4040,https://www.gofundme.com//f/support-kieanas-mission-for-autism-research?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4041,https://www.gofundme.com//f/empower-kareems-future-in-dentistry?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4042,https://www.gofundme.com//f/the-kendrick-kids-education-support?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4043,https://www.gofundme.com//f/support-science-learning-for-young-minds?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4044,https://www.gofundme.com//f/run-for-educational-success-in-nyc?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4045,https://www.gofundme.com//f/send-mtas-class-of-2025-to-nyc-showcase?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4046,https://www.gofundme.com//f/hannahs-5th-grade-classroom?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4047,https://www.gofundme.com//f/support-westinghouse-bands-hbcu-cultural-trip?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4048,https://www.gofundme.com//f/send-iowa-central-fire-science-club-to-fdic?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4049,https://www.gofundme.com//f/support-a-brave-teachers-new-journey?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4050,https://www.gofundme.com//f/sponsor-a-students-senior-trip-to-disney-world?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4051,https://www.gofundme.com//f/support-ninas-de-luz-empowering-young-girls?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4052,https://www.gofundme.com//f/2e6jre-keep-the-flash-thriving-donate-for-our-cause?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4053,https://www.gofundme.com//f/empower-cesars-daughters-through-education?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4054,https://www.gofundme.com//f/support-violas-journey-to-becoming-a-cardiologist?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4055,https://www.gofundme.com//f/bridge-the-technology-gap-in-rural-indian-village-classrooms?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4056,https://www.gofundme.com//f/support-kevin-murphys-classroom-needs?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4057,https://www.gofundme.com//f/support-young-guyanese-scholars-dreams?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4058,https://www.gofundme.com//f/LucyandLauraForbes?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4059,https://www.gofundme.com//f/the-magic-of-magical-realism?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4060,https://www.gofundme.com//f/help-louisville-elementary-pto-thrive?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4061,https://www.gofundme.com//f/help-bert-reach-medical-school-5000-needed-to-close-th?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4062,https://www.gofundme.com//f/help-schools-in-krnov-czech-republic?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4063,https://www.gofundme.com//f/help-kevin-support-white-rock-public-schools-academic-team?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4064,https://www.gofundme.com//f/save-the-rfh-clock-tower?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4065,https://www.gofundme.com//f/support-nc-greensboro-divans-cultural-center?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4066,https://www.gofundme.com//f/urgent-repairs-needed-for-dome-school-playground?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4067,https://www.gofundme.com//f/donate-to-secure-sophias-future?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4068,https://www.gofundme.com//f/warm-uniforms-for-saya-school-children?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4069,https://www.gofundme.com//f/ai-against-autoimmunity?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4070,https://www.gofundme.com//f/driving-toward-a-dream-help-lawong-hit-the-road?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4071,https://www.gofundme.com//f/help-ruth-asawa-students-get-new-drums?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4072,https://www.gofundme.com//f/support-scholarships-in-memory-of-mark-and-gregory?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4073,https://www.gofundme.com//f/support-disabled-artist-go-back-to-school?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4074,https://www.gofundme.com//f/support-literacy-for-all-children?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4075,https://www.gofundme.com//f/support-tony-lawsons-book-surprise-for-students?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4076,https://www.gofundme.com//f/ensuring-tauxemont-cooperative-preschools-future-growth?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4077,https://www.gofundme.com//f/support-terrences-college-dream?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4078,https://www.gofundme.com//f/support-beneficiarys-name-in-pursuing-their-dream?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4079,https://www.gofundme.com//f/Apprentice-ai-donations?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4080,https://www.gofundme.com//f/support-rizzo-ernos-journey-to-become-a-teacher?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4081,https://www.gofundme.com//f/empower-youth-support-discovery-flights?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4082,https://www.gofundme.com//f/empower-three-med-students-from-gaza-to-reclaim-their-dreams?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4083,https://www.gofundme.com//f/the-asha-jaquilla-degree-college-scholarship-fund?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4084,https://www.gofundme.com//f/dancing-for-future-generations-powwow?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4085,https://www.gofundme.com//f/empower-young-girls-fund-2024-essay-event?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4086,https://www.gofundme.com//f/ReeseDuffy?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4087,https://www.gofundme.com//f/identity-bfa-fau-exhibition-fall-2024?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4088,https://www.gofundme.com//f/helping-the-velveteen-rabbit-become-real?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4089,https://www.gofundme.com//f/support-izzys-dream-to-study-in-spain?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4090,https://www.gofundme.com//f/donate-to-chloes-dream-of-becoming-a-registered-nurse?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4091,https://www.gofundme.com//f/make-nathaniels-parade-dream-come-true?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4092,https://www.gofundme.com//f/haz-posible-mi-sueno-academico-recaudacion-de-fondos?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4093,https://www.gofundme.com//f/send-olivia-to-edinburgh-fringe-festival?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4094,https://www.gofundme.com//f/help-atticus-play-violin-in-sweden-norway?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4095,https://www.gofundme.com//f/ayudame-pagar-mis-estudios-de-medicina?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4096,https://www.gofundme.com//f/support-linas-musical-journey-and-beyond?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4097,https://www.gofundme.com//f/support-kaylas-future-education?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4098,https://www.gofundme.com//f/help-bring-science-education-to-the-peruvian-rainforest?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4099,https://www.gofundme.com//f/geoff-gilbert-living-memorial-fund?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4100,https://www.gofundme.com//f/support-marquettes-german-exchange-honor-dr-kreilein?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4101,https://www.gofundme.com//f/donate-to-ensure-millies-safe-and-happy-life?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4102,https://www.gofundme.com//f/help-creative-scholars-secure-their-future?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4103,https://www.gofundme.com//f/t-moving-out-fund?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4104,https://www.gofundme.com//f/community-support-of-ahs?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4105,https://www.gofundme.com//f/TheMatchaClubFUND?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4106,https://www.gofundme.com//f/support-texas-social-workers-education-event?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4107,https://www.gofundme.com//f/help-me-rebuild-my-life-and-acheive-my-dreams?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4108,https://www.gofundme.com//f/support-lukes-educational-trip-to-utah?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4109,https://www.gofundme.com//f/v3a7x-residency-applications?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4110,https://www.gofundme.com//f/honor-brandi-ward-college-fund-for-kendall-and-parker?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4111,https://www.gofundme.com//f/cyx-needs-your-support-to-bloom?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
4112,https://www.gofundme.com//f/help-mark-stavish-preserve-esoteric-wisdom?qid=2d145b80572fe8f34e314c7a79f6efc1,education-fundraiser
